Local_Authority,OA_code,NSSEC_tot,NSSEC_1HigherManProf,NSSEC_2LowerManProf,NSSEC_3Intermediate,NSSEC_4SmallAccount,NSSEC_5LowerSupTech,NSSEC_6SemiRoutine,NSSEC_7Routine,NSSEC_8NoneUnemp,NSSEC_9UnClassif
Blackburn with Darwen,E00063782,319,15,23,36,30,23,72,75,41,4
Blackburn with Darwen,E00063785,311,27,51,33,36,35,61,44,15,9
Blackburn with Darwen,E00063786,302,36,62,40,31,43,29,50,9,2
Blackburn with Darwen,E00063787,362,66,107,39,49,27,44,26,4,0
Blackburn with Darwen,E00063788,277,19,36,18,26,29,44,42,40,23
Blackburn with Darwen,E00063789,249,11,19,17,6,30,45,77,37,7
Blackburn with Darwen,E00063790,401,5,30,23,67,32,115,74,50,5
Blackburn with Darwen,E00063791,360,20,42,36,50,48,79,50,21,14
Blackburn with Darwen,E00063792,239,17,29,19,32,39,50,38,15,0
Blackburn with Darwen,E00063793,284,14,29,29,51,28,60,53,18,2
Blackburn with Darwen,E00063794,286,12,24,27,50,21,65,52,20,15
Blackburn with Darwen,E00063795,463,25,37,32,102,45,79,107,33,3
Blackburn with Darwen,E00063796,305,20,19,7,43,34,67,80,24,11
Blackburn with Darwen,E00063797,247,8,24,20,28,16,41,66,34,10
Blackburn with Darwen,E00063798,310,14,41,24,52,11,70,71,26,1
Blackburn with Darwen,E00063799,431,6,36,23,75,33,91,94,65,8
Blackburn with Darwen,E00063800,429,12,39,32,88,42,98,76,27,15
Blackburn with Darwen,E00063801,491,22,24,32,97,44,107,102,52,11
Blackburn with Darwen,E00063802,235,8,40,10,5,20,46,63,30,13
Blackburn with Darwen,E00063803,363,5,26,15,19,43,86,106,58,5
Blackburn with Darwen,E00063804,314,11,34,43,44,25,92,46,12,7
Blackburn with Darwen,E00063805,395,21,23,25,14,36,93,108,65,10
Blackburn with Darwen,E00063806,179,2,13,26,12,27,36,38,20,5
Blackburn with Darwen,E00063807,290,18,40,35,45,23,80,41,8,0
Blackburn with Darwen,E00063808,279,6,54,52,17,20,44,55,29,2
Blackburn with Darwen,E00063809,317,21,64,41,26,38,52,58,17,0
Blackburn with Darwen,E00063810,313,27,79,51,37,33,26,50,10,0
Blackburn with Darwen,E00063811,357,72,93,28,82,28,30,18,3,3
Blackburn with Darwen,E00063812,331,16,59,57,41,23,63,66,1,5
Blackburn with Darwen,E00063813,352,68,109,42,81,27,9,15,1,0
Blackburn with Darwen,E00063814,311,25,61,46,52,24,43,46,9,5
Blackburn with Darwen,E00063815,309,27,74,33,25,36,65,42,7,0
Blackburn with Darwen,E00063816,314,20,80,41,38,32,59,31,8,5
Blackburn with Darwen,E00063817,288,51,62,29,36,19,46,37,8,0
Blackburn with Darwen,E00063818,216,51,57,16,56,11,5,11,6,3
Blackburn with Darwen,E00063819,449,76,142,56,30,48,58,36,3,0
Blackburn with Darwen,E00063820,267,30,80,30,59,13,18,32,5,0
Blackburn with Darwen,E00063821,263,14,68,26,20,16,71,42,4,2
Blackburn with Darwen,E00063822,284,29,28,49,26,31,58,46,17,0
Blackburn with Darwen,E00171882,312,13,56,31,32,27,77,63,11,2
Blackburn with Darwen,E00171883,272,6,28,31,66,28,37,51,25,0
Blackburn with Darwen,E00171884,387,23,68,28,88,24,66,67,21,2
Blackburn with Darwen,E00171885,442,25,24,19,71,28,95,74,106,0
Blackburn with Darwen,E00171886,393,145,98,26,96,4,6,13,0,5
Blackburn with Darwen,E00171887,247,16,32,12,34,31,37,67,18,0
Blackburn with Darwen,E00171888,306,7,30,51,52,19,20,69,42,16
Blackburn with Darwen,E00171889,295,70,105,28,57,17,12,4,2,0
Blackburn with Darwen,E00171890,400,0,25,22,103,48,57,93,40,12
Blackburn with Darwen,E00171891,239,14,25,17,46,25,58,30,23,1
Blackburn with Darwen,E00171892,407,36,28,27,61,33,96,74,50,2
Blackburn with Darwen,E00171893,315,130,53,18,54,25,12,16,7,0
Blackburn with Darwen,E00171894,269,48,53,34,33,38,30,25,7,1
Blackburn with Darwen,E00171895,315,53,71,33,33,38,39,45,0,3
Blackburn with Darwen,E00171896,260,13,23,10,46,2,57,72,34,3
Blackburn with Darwen,E00171897,419,61,85,64,57,68,55,24,0,5
Blackburn with Darwen,E00171898,353,58,108,38,47,24,41,23,12,2
Blackburn with Darwen,E00171899,336,64,116,49,47,33,18,9,0,0
Blackburn with Darwen,E00171900,372,50,108,34,56,50,34,39,0,1
Blackburn with Darwen,E00171901,353,75,85,72,17,37,34,31,2,0
Blackburn with Darwen,E00171902,441,108,142,27,63,41,39,21,0,0
Blackburn with Darwen,E00171903,355,40,106,44,67,29,30,34,0,5
Blackburn with Darwen,E00171904,346,80,114,40,41,19,21,21,3,7
Bradford,E00053353,434,78,52,44,84,48,57,56,12,3
Bradford,E00053354,322,30,98,64,45,14,25,30,11,5
Bradford,E00053355,331,115,79,30,60,21,19,7,0,0
Bradford,E00053356,260,28,76,54,34,15,31,22,0,0
Bradford,E00053357,363,104,118,42,56,18,14,8,3,0
Bradford,E00053358,345,63,96,43,50,16,34,34,3,6
Bradford,E00053359,270,37,69,25,35,28,46,26,2,2
Bradford,E00053360,305,40,77,33,35,22,45,48,5,0
Bradford,E00053361,312,81,92,30,60,12,27,9,1,0
Bradford,E00053362,307,79,87,34,48,20,18,14,7,0
Bradford,E00053363,290,21,55,34,41,32,56,38,11,2
Bradford,E00053364,204,39,50,42,15,17,23,12,6,0
Bradford,E00053365,313,92,97,35,50,6,16,11,1,5
Bradford,E00053366,320,59,100,46,51,22,24,16,1,1
Bradford,E00053367,262,34,75,48,35,18,29,18,2,3
Bradford,E00053368,299,29,105,45,31,18,45,22,4,0
Bradford,E00053369,297,37,76,45,49,24,34,29,3,0
Bradford,E00053370,385,82,147,39,64,21,12,20,0,0
Bradford,E00053371,281,40,72,42,42,31,37,17,0,0
Bradford,E00053372,280,24,73,44,49,13,34,35,7,1
Bradford,E00053373,386,95,147,50,70,4,7,6,7,0
Bradford,E00053374,316,39,60,56,59,34,33,20,13,2
Bradford,E00053375,276,25,56,29,35,23,53,49,6,0
Bradford,E00053376,334,94,123,32,41,13,13,6,12,0
Bradford,E00053377,298,16,32,29,56,39,52,65,6,3
Bradford,E00053378,242,32,33,41,12,14,28,56,25,1
Bradford,E00053379,262,11,48,35,38,43,46,32,9,0
Bradford,E00053380,288,29,87,49,23,22,31,42,5,0
Bradford,E00053381,298,18,39,25,29,48,53,71,12,3
Bradford,E00053382,349,41,93,59,47,20,45,32,10,2
Bradford,E00053383,286,40,53,14,36,35,50,47,7,4
Bradford,E00053384,255,28,74,36,28,23,33,23,9,1
Bradford,E00053385,217,23,44,21,8,19,48,40,10,4
Bradford,E00053386,271,9,39,24,27,32,60,56,20,4
Bradford,E00053387,333,75,88,38,64,41,17,10,0,0
Bradford,E00053388,252,39,93,20,37,23,24,15,1,0
Bradford,E00053389,349,64,94,36,63,21,22,35,10,4
Bradford,E00053390,282,72,65,46,41,18,24,13,3,0
Bradford,E00053391,247,68,68,34,28,11,23,10,2,3
Bradford,E00053392,297,39,96,29,29,36,35,31,0,2
Bradford,E00053393,275,32,78,51,36,25,26,25,2,0
Bradford,E00053394,292,48,123,44,16,18,20,13,6,4
Bradford,E00053395,313,139,65,19,54,9,3,13,11,0
Bradford,E00053396,328,75,90,31,60,16,18,26,12,0
Bradford,E00053397,199,13,58,15,23,15,39,30,6,0
Bradford,E00053398,249,58,69,24,20,27,19,19,8,5
Bradford,E00053399,300,60,115,24,53,13,25,10,0,0
Bradford,E00053400,274,39,76,41,20,33,33,26,6,0
Bradford,E00053401,323,87,112,46,15,26,12,19,2,4
Bradford,E00053402,293,69,84,44,30,27,22,15,2,0
Bradford,E00053403,337,87,111,35,46,12,21,25,0,0
Bradford,E00053404,330,99,103,28,57,12,19,10,2,0
Bradford,E00053405,327,84,109,41,61,5,13,11,3,0
Bradford,E00053406,236,9,38,28,28,15,56,55,7,0
Bradford,E00053407,406,126,161,26,40,23,20,6,2,2
Bradford,E00053408,323,110,98,28,55,18,7,7,0,0
Bradford,E00053409,306,80,86,28,25,24,39,16,3,5
Bradford,E00053410,295,53,88,49,30,10,36,28,1,0
Bradford,E00053411,275,44,66,45,28,26,27,26,10,3
Bradford,E00053412,253,33,69,40,30,15,27,29,5,5
Bradford,E00053414,473,108,142,67,67,28,25,31,3,2
Bradford,E00053415,317,72,111,35,35,19,19,21,5,0
Bradford,E00053416,309,45,68,44,31,30,49,34,4,4
Bradford,E00053417,289,46,64,43,26,17,44,43,3,3
Bradford,E00053418,409,113,106,68,52,22,20,25,3,0
Bradford,E00053419,187,11,27,29,14,19,44,42,1,0
Bradford,E00053420,257,64,65,21,50,5,20,21,8,3
Bradford,E00053421,229,28,28,25,33,27,34,45,4,5
Bradford,E00053422,220,14,48,26,32,23,33,35,5,4
Bradford,E00053424,215,6,21,14,11,26,54,50,20,13
Bradford,E00053425,415,53,78,49,46,33,44,83,23,6
Bradford,E00053426,264,17,43,52,15,21,40,39,12,25
Bradford,E00053427,342,45,84,41,34,30,52,46,3,7
Bradford,E00053428,249,17,45,46,19,20,29,41,32,0
Bradford,E00053429,270,18,30,18,9,21,49,72,34,19
Bradford,E00053430,148,4,20,29,16,12,35,20,9,3
Bradford,E00053431,318,30,87,48,50,28,26,43,4,2
Bradford,E00053432,273,30,40,30,20,19,62,63,9,0
Bradford,E00053433,273,23,46,64,24,19,49,30,15,3
Bradford,E00053434,333,58,99,66,23,22,37,20,4,4
Bradford,E00053435,336,60,108,52,29,20,34,27,6,0
Bradford,E00053436,273,8,26,48,34,46,36,53,16,6
Bradford,E00053437,303,46,117,22,54,20,16,10,13,5
Bradford,E00053438,253,54,81,42,24,12,27,12,1,0
Bradford,E00053439,315,78,91,28,52,13,30,18,2,3
Bradford,E00053440,193,53,48,30,24,14,16,3,2,3
Bradford,E00053441,333,84,90,41,35,28,25,20,6,4
Bradford,E00053442,350,99,118,35,52,20,12,10,0,4
Bradford,E00053443,370,121,135,39,49,11,2,8,4,1
Bradford,E00053444,299,78,122,24,50,9,6,8,1,1
Bradford,E00053445,257,79,64,27,44,8,16,18,0,1
Bradford,E00053447,296,96,104,34,53,3,5,0,0,1
Bradford,E00053448,320,101,111,33,32,6,21,8,1,7
Bradford,E00053449,295,120,57,9,53,10,28,14,4,0
Bradford,E00053450,254,42,105,32,28,11,20,13,2,1
Bradford,E00053451,307,48,84,36,26,29,39,31,12,2
Bradford,E00053452,315,54,94,56,48,29,24,7,3,0
Bradford,E00053453,287,45,74,33,15,30,34,39,9,8
Bradford,E00053454,342,60,90,66,37,31,32,20,2,4
Bradford,E00053455,394,56,125,52,53,29,42,34,3,0
Bradford,E00053456,362,80,120,32,43,29,31,24,3,0
Bradford,E00053457,285,25,82,36,41,30,36,29,5,1
Bradford,E00053458,324,34,95,34,114,22,12,10,2,1
Bradford,E00053459,411,100,120,33,61,36,27,28,2,4
Bradford,E00053460,320,38,93,69,24,25,48,16,2,5
Bradford,E00053461,559,109,150,59,94,35,43,48,10,11
Bradford,E00053462,267,70,76,29,33,20,21,16,0,2
Bradford,E00053463,239,43,75,46,25,15,25,7,3,0
Bradford,E00053464,289,43,103,30,65,13,23,10,1,1
Bradford,E00053465,344,79,108,60,48,16,18,11,3,1
Bradford,E00053466,295,68,81,33,45,25,21,11,7,4
Bradford,E00053467,290,41,101,32,49,18,31,12,6,0
Bradford,E00053468,303,45,78,26,23,32,34,58,2,5
Bradford,E00053469,375,56,128,43,45,30,43,27,3,0
Bradford,E00053470,323,25,46,49,29,19,73,68,13,1
Bradford,E00053471,319,69,74,28,42,22,49,30,2,3
Bradford,E00053472,355,53,137,51,29,10,46,23,2,4
Bradford,E00053473,283,44,79,48,64,8,21,9,7,3
Bradford,E00053474,266,4,42,39,13,35,66,48,11,8
Bradford,E00053475,315,45,101,46,26,32,23,39,3,0
Bradford,E00053476,348,40,88,39,47,16,39,61,2,16
Bradford,E00053477,229,46,70,36,30,11,19,16,1,0
Bradford,E00053478,377,49,124,55,33,31,35,45,5,0
Bradford,E00053479,308,14,42,34,36,51,70,40,14,7
Bradford,E00053480,308,37,56,39,18,35,52,59,12,0
Bradford,E00053481,271,41,76,48,28,19,39,16,3,1
Bradford,E00053482,293,38,92,30,44,31,28,24,3,3
Bradford,E00053483,295,55,85,32,54,23,22,17,6,1
Bradford,E00053484,346,22,66,31,43,53,43,68,15,5
Bradford,E00053485,301,42,33,39,46,24,55,45,16,1
Bradford,E00053486,435,97,140,45,59,31,35,21,3,4
Bradford,E00053487,330,22,101,47,38,23,59,27,7,6
Bradford,E00053488,286,29,62,56,44,39,23,32,1,0
Bradford,E00053489,336,66,100,32,85,6,27,12,3,5
Bradford,E00053490,238,27,44,25,26,21,39,52,4,0
Bradford,E00053491,312,63,78,39,44,18,21,45,0,4
Bradford,E00053492,371,62,105,29,56,23,42,41,9,4
Bradford,E00053493,323,65,95,46,38,33,23,22,1,0
Bradford,E00053494,261,15,76,23,30,21,41,36,6,13
Bradford,E00053495,405,49,142,34,72,39,31,32,6,0
Bradford,E00053496,269,16,50,33,31,25,57,43,10,4
Bradford,E00053497,515,40,87,89,95,46,67,67,17,7
Bradford,E00053498,438,79,102,55,83,37,39,35,6,2
Bradford,E00053499,316,35,44,45,54,18,38,67,15,0
Bradford,E00053500,336,47,100,34,68,42,24,19,2,0
Bradford,E00053501,311,37,108,55,34,17,25,30,3,2
Bradford,E00053502,323,24,58,26,42,39,41,77,14,2
Bradford,E00053503,315,28,50,40,41,27,68,52,2,7
Bradford,E00053504,373,31,90,61,50,50,39,48,1,3
Bradford,E00053505,436,59,104,78,54,45,61,33,2,0
Bradford,E00053506,311,24,76,40,38,33,62,30,6,2
Bradford,E00053507,344,28,68,39,25,32,77,65,6,4
Bradford,E00053508,351,33,72,53,52,43,58,26,7,7
Bradford,E00053509,337,24,81,43,23,43,66,49,5,3
Bradford,E00053510,381,27,72,51,46,12,68,77,22,6
Bradford,E00053511,199,1,11,24,19,18,55,55,16,0
Bradford,E00053512,307,7,52,55,29,13,53,76,21,1
Bradford,E00053513,360,13,22,42,42,36,91,71,33,10
Bradford,E00053514,327,5,55,26,46,29,73,69,14,10
Bradford,E00053515,338,18,50,50,4,43,75,72,23,3
Bradford,E00053516,317,16,41,34,45,30,59,78,9,5
Bradford,E00053517,221,15,49,26,9,15,58,28,20,1
Bradford,E00053518,255,7,59,40,23,24,36,45,13,8
Bradford,E00053519,369,39,111,35,49,33,41,44,10,7
Bradford,E00053520,365,21,107,46,56,19,51,49,12,4
Bradford,E00053521,391,30,76,55,80,42,49,46,10,3
Bradford,E00053522,284,18,43,32,76,35,37,30,4,9
Bradford,E00053523,385,39,83,52,55,39,51,41,21,4
Bradford,E00053524,376,18,85,57,35,56,40,67,9,9
Bradford,E00053525,347,19,51,61,38,30,68,67,13,0
Bradford,E00053526,384,35,84,41,36,56,61,40,27,4
Bradford,E00053527,241,18,49,40,18,28,46,33,7,2
Bradford,E00053528,316,26,69,48,42,28,44,38,17,4
Bradford,E00053529,290,9,50,29,31,53,51,47,20,0
Bradford,E00053530,327,29,67,25,61,44,40,39,15,7
Bradford,E00053531,364,36,84,60,51,27,61,43,2,0
Bradford,E00053532,284,18,40,46,37,33,45,48,13,4
Bradford,E00053533,318,10,47,65,47,26,42,54,26,1
Bradford,E00053534,279,15,62,28,38,27,57,39,0,13
Bradford,E00053535,338,16,48,41,69,32,67,54,11,0
Bradford,E00053536,371,35,81,56,29,56,62,42,10,0
Bradford,E00053537,387,34,85,67,50,35,52,45,17,2
Bradford,E00053538,391,41,77,44,97,27,34,52,13,6
Bradford,E00053539,356,27,53,62,47,29,40,71,23,4
Bradford,E00053540,377,50,54,27,45,66,55,41,30,9
Bradford,E00053541,283,18,59,44,61,14,58,20,8,1
Bradford,E00053542,335,30,70,32,68,35,47,49,4,0
Bradford,E00053543,283,30,74,43,30,31,51,22,2,0
Bradford,E00053544,358,34,89,48,37,33,37,69,11,0
Bradford,E00053545,308,24,50,43,61,32,36,53,9,0
Bradford,E00053546,332,50,96,29,62,25,32,35,2,1
Bradford,E00053547,305,19,12,28,23,15,69,77,51,11
Bradford,E00053548,326,2,25,21,87,23,26,76,48,18
Bradford,E00053550,332,12,46,41,30,39,72,58,26,8
Bradford,E00053551,363,23,53,32,46,22,36,106,36,9
Bradford,E00053552,287,3,19,49,35,31,58,40,39,13
Bradford,E00053553,465,15,29,11,52,35,104,113,96,10
Bradford,E00053555,343,9,20,33,4,28,80,91,68,10
Bradford,E00053556,310,8,47,39,30,20,59,57,47,3
Bradford,E00053557,339,10,38,28,21,21,106,81,34,0
Bradford,E00053558,248,4,17,22,11,37,59,58,33,7
Bradford,E00053559,514,42,73,73,58,57,73,104,32,2
Bradford,E00053560,275,5,29,32,25,34,44,73,33,0
Bradford,E00053561,388,9,32,38,32,49,81,108,33,6
Bradford,E00053562,322,16,47,20,12,36,71,73,46,1
Bradford,E00053563,202,7,23,16,13,24,36,55,23,5
Bradford,E00053564,321,14,49,32,15,25,40,99,45,2
Bradford,E00053565,240,9,27,20,29,17,53,59,22,4
Bradford,E00053566,376,10,42,18,12,35,93,119,45,2
Bradford,E00053567,263,0,30,24,8,22,47,84,46,2
Bradford,E00053568,369,13,40,25,10,37,95,100,44,5
Bradford,E00053569,361,27,44,29,23,55,50,100,33,0
Bradford,E00053570,307,29,54,31,36,45,37,57,18,0
Bradford,E00053571,303,8,71,26,33,26,51,58,24,6
Bradford,E00053572,311,12,27,22,9,22,78,67,74,0
Bradford,E00053573,293,15,35,30,19,27,68,67,31,1
Bradford,E00053574,313,4,28,42,29,36,86,59,23,6
Bradford,E00053575,358,23,54,13,39,40,75,84,21,9
Bradford,E00053576,454,31,61,39,43,35,112,96,28,9
Bradford,E00053577,372,3,33,40,37,59,66,87,47,0
Bradford,E00053578,333,21,33,37,36,51,47,80,12,16
Bradford,E00053579,558,8,82,60,93,45,93,115,54,8
Bradford,E00053580,333,23,61,48,39,46,45,57,9,5
Bradford,E00053581,297,31,45,50,41,27,59,32,9,3
Bradford,E00053582,381,21,46,33,40,47,68,61,45,20
Bradford,E00053583,469,16,25,45,31,52,114,78,94,14
Bradford,E00053584,450,10,79,54,72,35,77,62,45,16
Bradford,E00053585,282,5,35,11,56,39,37,55,33,11
Bradford,E00053586,332,16,31,5,69,22,83,42,52,12
Bradford,E00053587,297,8,29,10,16,24,66,62,60,22
Bradford,E00053588,181,10,15,20,8,3,61,34,11,19
Bradford,E00053589,292,10,36,26,12,17,67,58,53,13
Bradford,E00053590,246,1,11,23,11,43,34,37,68,18
Bradford,E00053591,317,0,16,22,39,28,54,61,76,21
Bradford,E00053592,425,8,52,20,104,53,60,58,63,7
Bradford,E00053593,514,1,42,18,93,73,93,114,79,1
Bradford,E00053594,411,21,35,29,58,34,65,82,67,20
Bradford,E00053595,407,18,12,37,104,61,40,81,33,21
Bradford,E00053596,510,2,49,22,72,90,58,113,95,9
Bradford,E00053597,443,12,19,31,42,49,80,62,136,12
Bradford,E00053598,502,6,25,42,68,92,78,103,86,2
Bradford,E00053599,510,14,67,20,101,70,61,73,88,16
Bradford,E00053600,530,35,22,36,59,46,90,129,99,14
Bradford,E00053602,519,16,21,42,101,59,101,108,66,5
Bradford,E00053603,359,31,21,45,31,49,56,71,52,3
Bradford,E00053604,619,46,83,47,159,33,98,94,59,0
Bradford,E00053605,502,19,72,14,106,48,98,84,56,5
Bradford,E00053606,468,11,63,34,156,42,70,48,35,9
Bradford,E00053607,407,19,46,17,85,44,62,63,66,5
Bradford,E00053608,419,5,38,24,52,42,67,88,101,2
Bradford,E00053609,395,11,43,47,61,28,86,76,37,6
Bradford,E00053610,484,7,69,48,128,39,69,61,63,0
Bradford,E00053611,321,18,54,62,17,46,57,53,13,1
Bradford,E00053612,467,10,30,39,82,45,48,130,81,2
Bradford,E00053613,475,10,52,43,83,48,82,61,93,3
Bradford,E00053614,494,24,32,38,148,34,74,104,38,2
Bradford,E00053615,572,26,69,29,99,54,81,116,94,4
Bradford,E00053616,394,9,38,25,120,24,89,63,23,3
Bradford,E00053617,281,0,17,16,17,31,87,68,45,0
Bradford,E00053618,401,7,21,33,127,45,50,67,45,6
Bradford,E00053621,487,45,36,50,126,39,79,83,29,0
Bradford,E00053622,501,5,34,24,93,59,105,95,77,9
Bradford,E00053623,610,7,61,58,104,44,90,145,95,6
Bradford,E00053624,521,10,44,58,136,60,78,64,58,13
Bradford,E00053625,549,19,46,26,121,76,45,114,77,25
Bradford,E00053626,517,12,53,48,124,29,76,75,78,22
Bradford,E00053627,556,6,61,57,125,34,96,118,53,6
Bradford,E00053629,426,26,46,31,85,22,79,82,46,9
Bradford,E00053630,614,7,63,30,137,85,99,106,76,11
Bradford,E00053631,594,47,30,58,88,69,112,105,71,14
Bradford,E00053632,486,10,57,15,91,21,95,130,59,8
Bradford,E00053633,267,10,24,32,12,34,47,80,27,1
Bradford,E00053634,408,3,39,12,69,45,77,104,47,12
Bradford,E00053635,567,31,38,32,115,51,102,122,74,2
Bradford,E00053636,609,26,40,51,119,71,79,116,84,23
Bradford,E00053637,427,15,62,24,81,26,88,86,36,9
Bradford,E00053638,378,2,46,37,25,8,46,97,107,10
Bradford,E00053639,320,12,21,9,40,23,57,56,92,10
Bradford,E00053640,594,17,48,18,197,46,74,103,83,8
Bradford,E00053641,407,13,110,26,41,37,52,79,37,12
Bradford,E00053642,382,36,101,61,35,26,61,57,5,0
Bradford,E00053643,452,58,131,54,77,21,48,46,17,0
Bradford,E00053644,346,48,56,44,42,50,41,56,9,0
Bradford,E00053645,398,12,86,38,41,68,81,47,12,13
Bradford,E00053646,557,112,185,57,58,39,46,40,20,0
Bradford,E00053647,304,28,71,54,37,27,36,42,4,5
Bradford,E00053648,337,4,39,28,36,40,85,67,32,6
Bradford,E00053649,298,30,78,39,27,21,36,51,5,11
Bradford,E00053650,402,15,23,45,58,35,100,79,41,6
Bradford,E00053651,254,28,66,46,32,16,41,20,5,0
Bradford,E00053652,210,10,16,17,10,16,43,64,31,3
Bradford,E00053653,282,28,60,37,47,35,31,38,6,0
Bradford,E00053654,337,27,80,21,25,23,69,58,30,4
Bradford,E00053655,229,24,66,20,39,28,37,12,3,0
Bradford,E00053656,275,57,41,41,36,28,53,18,1,0
Bradford,E00053657,395,64,95,37,68,28,50,43,9,1
Bradford,E00053658,343,22,114,33,51,38,48,26,11,0
Bradford,E00053659,223,21,74,23,19,18,32,27,5,4
Bradford,E00053660,257,27,51,58,40,22,26,29,4,0
Bradford,E00053661,290,19,77,40,39,24,39,39,10,3
Bradford,E00053663,370,17,49,47,100,21,54,61,21,0
Bradford,E00053664,428,19,45,59,70,40,68,100,23,4
Bradford,E00053665,455,50,82,24,118,48,44,57,18,14
Bradford,E00053666,293,15,50,37,37,22,39,57,28,8
Bradford,E00053667,315,19,54,46,36,32,41,69,16,2
Bradford,E00053668,355,12,106,35,67,20,45,53,14,3
Bradford,E00053670,367,9,52,38,17,40,79,81,45,6
Bradford,E00053671,246,10,19,20,32,35,36,70,18,6
Bradford,E00053672,336,8,61,40,45,30,66,52,32,2
Bradford,E00053673,343,48,57,20,53,34,51,56,22,2
Bradford,E00053674,377,24,67,58,41,32,74,57,7,17
Bradford,E00053675,371,0,50,29,14,24,90,106,53,5
Bradford,E00053676,357,8,26,24,26,28,77,105,55,8
Bradford,E00053677,362,14,43,30,14,33,78,76,64,10
Bradford,E00053678,278,25,56,24,9,25,67,50,22,0
Bradford,E00053679,320,15,76,26,26,50,42,57,28,0
Bradford,E00053680,319,16,19,34,24,37,67,87,30,5
Bradford,E00053681,335,10,28,37,42,27,67,72,38,14
Bradford,E00053682,312,28,78,23,51,43,33,45,8,3
Bradford,E00053683,336,42,78,43,62,37,23,46,5,0
Bradford,E00053684,157,0,19,26,10,28,31,28,12,3
Bradford,E00053685,279,21,80,34,44,34,32,26,4,4
Bradford,E00053686,257,32,52,36,30,28,40,24,15,0
Bradford,E00053687,245,35,78,28,40,11,38,13,1,1
Bradford,E00053688,264,63,78,25,58,19,10,9,2,0
Bradford,E00053689,253,63,110,18,26,14,10,8,4,0
Bradford,E00053690,280,64,107,31,38,11,15,12,2,0
Bradford,E00053691,250,63,81,27,40,19,11,7,2,0
Bradford,E00053692,303,81,99,27,49,8,16,18,5,0
Bradford,E00053693,276,81,83,32,48,3,19,8,2,0
Bradford,E00053694,558,129,111,64,173,17,34,19,5,6
Bradford,E00053695,306,109,102,16,49,4,15,8,1,2
Bradford,E00053696,232,58,77,33,21,8,19,13,3,0
Bradford,E00053697,263,35,60,18,74,14,28,29,5,0
Bradford,E00053698,228,58,63,17,43,12,18,15,0,2
Bradford,E00053699,272,48,86,24,53,17,28,15,1,0
Bradford,E00053700,274,49,86,13,91,11,10,14,0,0
Bradford,E00053701,254,41,56,27,39,29,29,23,4,6
Bradford,E00053702,302,15,76,18,47,33,45,51,6,11
Bradford,E00053703,196,14,31,23,34,16,31,39,7,1
Bradford,E00053704,317,29,55,43,48,37,51,41,8,5
Bradford,E00053705,229,16,49,34,21,22,38,48,1,0
Bradford,E00053706,330,72,100,32,55,26,24,20,1,0
Bradford,E00053707,312,45,59,25,49,43,49,39,1,2
Bradford,E00053708,302,36,68,45,13,26,52,57,3,2
Bradford,E00053709,299,81,118,31,49,9,7,4,0,0
Bradford,E00053710,262,21,46,28,35,37,47,46,1,1
Bradford,E00053711,268,21,77,35,56,23,22,33,1,0
Bradford,E00053712,233,30,44,32,23,21,37,39,7,0
Bradford,E00053713,310,50,87,31,47,35,27,32,1,0
Bradford,E00053714,236,20,42,42,24,15,29,55,6,3
Bradford,E00053715,325,25,89,48,53,29,38,40,1,2
Bradford,E00053716,318,22,94,43,32,32,40,51,3,1
Bradford,E00053717,299,39,61,39,38,42,40,38,2,0
Bradford,E00053718,312,64,103,29,57,20,12,27,0,0
Bradford,E00053719,285,28,80,29,51,27,22,44,4,0
Bradford,E00053720,275,19,58,38,37,24,42,49,3,5
Bradford,E00053721,325,33,84,34,35,55,28,48,8,0
Bradford,E00053722,306,41,49,44,36,35,58,36,7,0
Bradford,E00053723,282,38,70,34,37,27,31,41,4,0
Bradford,E00053724,397,63,129,38,55,34,28,41,9,0
Bradford,E00053725,291,75,80,29,49,18,20,11,0,9
Bradford,E00053726,283,65,48,18,63,28,34,19,4,4
Bradford,E00053727,312,56,53,30,94,14,35,25,5,0
Bradford,E00053728,357,114,107,29,33,20,32,18,0,4
